squareFeet,bathrooms,bedrooms,full_url,url,price,price_noformat,saleDate,address,full_address,image,returned_address,latitude,longitude,accuracy
1400,1.5,3,http://auctions.buildingdetroit.org/Listing/Details/886589/4184-Bishop,/Listing/Details/886589/4184-Bishop,"$25,600 ",25600,11/1/2014,4184 Bishop,"4184 Bishop, Detroit, MI",Content/listingImages/20141008/482576d4-e82c-4f6c-83b6-f1c20c17061e_thumbcrop.jpg,"4184 Bishop Street, Detroit, MI 48224, USA",42.399053,-82.928827,9
1400,1.5,3,http://auctions.buildingdetroit.org/Listing/Details/853589/8050-Hartwell,/Listing/Details/853589/8050-Hartwell,"$3,700 ",3700,10/30/2014,8050 Hartwell,"8050 Hartwell, Detroit, MI",Content/listingImages/20141003/5d8da659-2c77-4d42-b430-c6b91e9952f0_thumbcrop.jpg,"8050 Hartwell Street, Detroit, MI 48228, USA",42.352138,-83.175613,9
1400,1.5,3,http://auctions.buildingdetroit.org/Listing/Details/458682/5261-Grayton,/Listing/Details/458682/5261-Grayton,"$19,100 ",19100,6/19/2014,5261 Grayton,"5261 Grayton, Detroit, MI",Content/listingImages/20140527/0df318e9-f8f6-433c-ba75-cd6cdb879eb8_thumbcrop.jpg,"5261 Grayton Street, Detroit, MI 48224, USA",42.407617,-82.933902,9
1400,1.5,3,http://auctions.buildingdetroit.org/Listing/Details/339020/5261-Grayton,/Listing/Details/339020/5261-Grayton,"$35,400 ",35400,5/16/2014,5261 Grayton,"5261 Grayton, Detroit, MI",Content/listingImages/20140413/fa416a41-0ca4-4795-b52e-bca61bf4700a_thumbcrop.jpg,"5261 Grayton Street, Detroit, MI 48224, USA",42.407617,-82.933902,9
1400,1.5,3,http://auctions.buildingdetroit.org/Listing/Details/334147/4811-Harvard,/Listing/Details/334147/4811-Harvard,"$39,400 ",39400,5/8/2014,4811 Harvard,"4811 Harvard, Detroit, MI",Content/listingImages/20140410/2eaa0238-0b81-4877-9821-100fc9bf0014_thumbcrop.jpg,"4811 Harvard Road, Detroit, MI 48224, USA",42.404094,-82.930116,9
1400,1.5,3,http://auctions.buildingdetroit.org/Listing/Details/341370/4184-Bishop,/Listing/Details/341370/4184-Bishop,"$34,100 ",34100,5/5/2014,4184 Bishop,"4184 Bishop, Detroit, MI",Content/listingImages/20140413/309ff14f-fc71-47b1-9ae4-8715dbeca1f8_thumbcrop.jpg,"4184 Bishop Street, Detroit, MI 48224, USA",42.399053,-82.928827,9
1400,1.2,3,http://auctions.buildingdetroit.org/Listing/Details/413134/15800-Bringard,/Listing/Details/413134/15800-Bringard,"$3,900 ",3900,6/5/2014,15800 Bringard,"15800 Bringard, Detroit, MI",Content/listingImages/20140512/969325be-d092-46dc-9bd5-8f1c60379536_thumbcrop.jpg,"15800 Bringard Drive, Detroit, MI 48205, USA",42.446188,-82.958272,9
1400,1.1,3,http://auctions.buildingdetroit.org/Listing/Details/803401/18403-Santa-Rosa,/Listing/Details/803401/18403-Santa-Rosa,"$2,200 ",2200,9/28/2014,18403 Santa Rosa,"18403 Santa Rosa, Detroit, MI",Content/listingImages/20140910/dfd92c1c-7aeb-44c6-a51f-4c1a4f6630ca_thumbcrop.jpg,"18403 Santa Rosa Drive, Detroit, MI 48221, USA",42.426294,-83.143607,9
1400,1.1,3,http://auctions.buildingdetroit.org/Listing/Details/678490/18114-Ohio,/Listing/Details/678490/18114-Ohio,"$1,000 ",1000,8/19/2014,18114 Ohio,"18114 Ohio, Detroit, MI",Content/listingImages/20140814/edabe9d0-fea8-43c3-b208-9055d16896ce_thumbcrop.jpg,"18114 Ohio Street, Detroit, MI 48221, USA",42.424092,-83.155901,9
1400,1.1,3,http://auctions.buildingdetroit.org/Listing/Details/605577/16239-Roselawn,/Listing/Details/605577/16239-Roselawn,"$11,100 ",11100,7/25/2014,16239 Roselawn,"16239 Roselawn, Detroit, MI",Content/listingImages/20140715/c3c7196e-6e60-4262-9d44-b60c8d7e55b1_thumbcrop.jpg,"16239 Roselawn Street, Detroit, MI 48221, USA",42.4118,-83.15244,9
1400,1.1,3,http://auctions.buildingdetroit.org/Listing/Details/601320/16245-Ohio,/Listing/Details/601320/16245-Ohio,"$30,100 ",30100,7/25/2014,16245 Ohio,"16245 Ohio, Detroit, MI",Content/listingImages/20140715/de39d561-cf3e-4627-8b6b-0d1c4724e90a_thumbcrop.jpg,"16245 Ohio Street, Detroit, MI 48221, USA",42.411869,-83.155905,9
1400,1,3,http://auctions.buildingdetroit.org/Listing/Details/859427/5983-Kensington,/Listing/Details/859427/5983-Kensington,"$7,900 ",7900,10/21/2014,5983 Kensington,"5983 Kensington, Detroit, MI",Content/listingImages/20141010/cd5f4407-6eb9-4246-9d14-cfc90ff04594_thumbcrop.jpg,"5983 Kensington Avenue, Detroit, MI 48224, USA",42.411805,-82.940317,8
1400,1,5,http://auctions.buildingdetroit.org/Listing/Details/952565/6841-Linzee,/Listing/Details/952565/6841-Linzee,"$1,000 ",1000,11/23/2014,6841 Linzee,"6841 Linzee, Detroit, MI",Content/listingImages/20141103/dfded22c-7877-4fcb-81b9-a80649eef3cc_thumbcrop.jpg,"6841 Linzee Street, Detroit, MI 48210, USA",42.334164,-83.130394,9
1400,1,3,http://auctions.buildingdetroit.org/Listing/Details/904359/17127-Santa-Barbara,/Listing/Details/904359/17127-Santa-Barbara,"$3,000 ",3000,11/8/2014,17127  Santa Barbara,"17127  Santa Barbara, Detroit, MI",Content/listingImages/20141015/166f21ce-c1ed-4292-8956-8238a979ab93_thumbcrop.jpg,"17127 Santa Barbara Drive, Detroit, MI 48221, USA",42.417586,-83.149022,9
1400,1,3,http://auctions.buildingdetroit.org/Listing/Details/898939/16165-Ohio,/Listing/Details/898939/16165-Ohio,"$4,200 ",4200,11/6/2014,16165 Ohio,"16165 Ohio, Detroit, MI",Content/listingImages/20141015/8899e398-ed7d-4001-9b2a-115cfac221db_thumbcrop.jpg,"16165 Ohio Street, Detroit, MI 48221, USA",42.410722,-83.155874,9
1400,1,3,http://auctions.buildingdetroit.org/Listing/Details/937468/5239-Three-Mile-Drive,/Listing/Details/937468/5239-Three-Mile-Drive,"$3,800 ",3800,11/4/2014,5239 Three Mile Drive,"5239 Three Mile Drive, Detroit, MI",Content/listingImages/20141020/a666ca28-cf2d-4628-96ae-b6dac53fecb5_thumbcrop.jpg,"5239 3 Mile Drive, Detroit, MI 48224, USA",42.404538,-82.941661,9
1400,1,3,http://auctions.buildingdetroit.org/Listing/Details/800759/18487-Monica,/Listing/Details/800759/18487-Monica,"$13,900 ",13900,9/30/2014,18487 Monica,"18487 Monica, Detroit, MI",Content/listingImages/20140910/1bc49adc-be51-43ce-b6db-163e29d36e04_thumbcrop.jpg,"18487 Monica Street, Detroit, MI 48221, USA",42.427449,-83.144737,9
1400,1,3,http://auctions.buildingdetroit.org/Listing/Details/796449/18308-Prairie,/Listing/Details/796449/18308-Prairie,"$1,200 ",1200,9/26/2014,18308 Prairie,"18308 Prairie, Detroit, MI",Content/listingImages/20140910/8ed15c99-c6ab-4d4c-968e-f6662bb3a2e7_thumbcrop.jpg,"18308 Prairie Street, Detroit, MI 48221, USA",42.42593,-83.145109,9
1400,1,3,http://auctions.buildingdetroit.org/Listing/Details/731268/495-Lakewood,/Listing/Details/731268/495-Lakewood,"$8,500 ",8500,9/19/2014,495 Lakewood,"495 Lakewood, Detroit, MI",Content/listingImages/20140822/b9521b23-1790-4c9f-a21d-03c8e06d5f05_thumbcrop.jpg,"495 Lakewood Street, Detroit, MI 48215, USA",42.366286,-82.942084,9
1400,1,3,http://auctions.buildingdetroit.org/Listing/Details/732754/434-Lakewood,/Listing/Details/732754/434-Lakewood,"$1,200 ",1200,9/14/2014,434 Lakewood,"434 Lakewood, Detroit, MI",Content/listingImages/20140822/ed2b6581-796b-4040-94ff-1d6d44fc4d12_thumbcrop.jpg,"434 Lakewood Street, Detroit, MI 48215, USA",42.365261,-82.940529,9
1400,1,3,http://auctions.buildingdetroit.org/Listing/Details/690271/6535-London,/Listing/Details/690271/6535-London,"$28,100 ",28100,8/20/2014,6535 London,"6535 London, Detroit, MI",Content/listingImages/20140814/c2a8e4e8-9a72-4400-a512-30f8715ee5d0_thumbcrop.jpg,"6535 London Street, Detroit, MI 48221, USA",42.423179,-83.145492,9
1400,1,3,http://auctions.buildingdetroit.org/Listing/Details/642935/5737-Yorkshire,/Listing/Details/642935/5737-Yorkshire,"$9,200 ",9200,8/11/2014,5737 Yorkshire,"5737 Yorkshire, Detroit, MI",Content/listingImages/20140725/3dc8c74c-f303-415c-84c6-5b2bf8bb75bf_thumbcrop.jpg,"5737 Yorkshire Road, Detroit, MI 48224, USA",42.409958,-82.938003,9
1400,1,2,http://auctions.buildingdetroit.org/Listing/Details/634050/3555-Grayton,/Listing/Details/634050/3555-Grayton,"$19,200 ",19200,8/8/2014,3555 Grayton,"3555 Grayton, Detroit, MI",Content/listingImages/20140725/e138127c-9a1d-4aab-a634-1d554fa3310d_thumbcrop.jpg,"3555 Grayton Street, Detroit, MI 48224, USA",42.395851,-82.926107,9
1400,1,3,http://auctions.buildingdetroit.org/Listing/Details/433105/5730-Audubon,/Listing/Details/433105/5730-Audubon,"$21,100 ",21100,6/8/2014,5730 Audubon,"5730 Audubon, Detroit, MI",Content/listingImages/20140527/ef9bbc55-91a4-435b-baf8-36e00d0d82d8_thumbcrop.jpg,"5730 Audubon Road, Detroit, MI 48224, USA",42.408764,-82.940947,9
1400,1,3,http://auctions.buildingdetroit.org/Listing/Details/433081/5239-Three-Mile-Drive,/Listing/Details/433081/5239-Three-Mile-Drive,"$8,000 ",8000,6/7/2014,5239 Three Mile Drive,"5239 Three Mile Drive, Detroit, MI",Content/listingImages/20140527/ded6747d-85cd-4e53-ace4-a7a4e7155228_thumbcrop.jpg,"5239 3 Mile Drive, Detroit, MI 48224, USA",42.404538,-82.941661,9
1400,1,3,http://auctions.buildingdetroit.org/Listing/Details/337359/4690-Devonshire,/Listing/Details/337359/4690-Devonshire,"$7,000 ",7000,5/22/2014,4690 Devonshire,"4690 Devonshire, Detroit, MI",Content/listingImages/20140413/1be91d01-72d5-41a7-aa5b-c56944bcc21d_thumbcrop.jpg,"4690 Devonshire Road, Detroit, MI 48224, USA",42.399636,-82.940143,9
1300,2,3,http://auctions.buildingdetroit.org/Listing/Details/843732/6912-Longacre,/Listing/Details/843732/6912-Longacre,"$14,500 ",14500,10/17/2014,6912 Longacre,"6912 Longacre, Detroit, MI",Content/listingImages/20140929/1740b168-62bd-4a4c-b891-da58acb29e4b_thumbcrop.jpg,"6912 Longacre Street, Detroit, MI 48228, USA",42.342809,-83.212987,9
1300,2,4,http://auctions.buildingdetroit.org/Listing/Details/817793/17148-Evergreen,/Listing/Details/817793/17148-Evergreen,"$1,000 ",1000,10/10/2014,17148 Evergreen,"17148 Evergreen, Detroit, MI",Content/listingImages/20140925/048d3937-fffd-4e7a-abd6-f06936b200aa_thumbcrop.jpg,"17148 Evergreen Road, Detroit, MI 48219, USA",42.416053,-83.237749,9
1300,2,4,http://auctions.buildingdetroit.org/Listing/Details/722477/1089-Beatrice,/Listing/Details/722477/1089-Beatrice,"$1,000 ",1000,9/11/2014,1089 Beatrice,"1089 Beatrice, Detroit, MI",Content/listingImages/20140820/25a4d19e-a24b-454b-878c-797ed47f2663_thumbcrop.jpg,"1089 South Beatrice Street, Detroit, MI 48217, USA",42.279878,-83.144568,9
1300,2,3,http://auctions.buildingdetroit.org/Listing/Details/606178/16224-Roselawn,/Listing/Details/606178/16224-Roselawn,"$1,000 ",1000,7/24/2014,16224 Roselawn,"16224 Roselawn, Detroit, MI",Content/listingImages/20140715/62e60bd4-e6b9-43b3-b48b-618b7a1e7a98_thumbcrop.jpg,"16224 Roselawn Street, Detroit, MI 48221, USA",42.411608,-83.151746,9
1300,2,3,http://auctions.buildingdetroit.org/Listing/Details/476969/16585-Burt,/Listing/Details/476969/16585-Burt,"$3,700 ",3700,6/16/2014,16585 Burt,"16585 Burt, Detroit, MI",Content/listingImages/20140606/3181b900-1b80-4bb4-8cd8-10b78de58fde_thumbcrop.jpg,"16585 Burt Road, Detroit, MI 48219, USA",42.410894,-83.247793,9
1300,2,3,http://auctions.buildingdetroit.org/Listing/Details/405452/19586-Westphalia,/Listing/Details/405452/19586-Westphalia,"$9,500 ",9500,5/27/2014,19586 Westphalia,"19586 Westphalia, Detroit, MI",Content/listingImages/20140523/f2a60e57-1c62-4ab5-85d1-41ee363c9c8a_thumbcrop.jpg,"19586 Westphalia Street, Detroit, MI 48205, USA",42.439696,-82.99212,9
1300,1.5,3,http://auctions.buildingdetroit.org/Listing/Details/865525/5301-Harvard,/Listing/Details/865525/5301-Harvard,"$1,000 ",1000,10/24/2014,5301 Harvard,"5301 Harvard, Detroit, MI",Content/listingImages/20141003/54bf97a0-b7ef-4bd5-a326-e7f1938bf08c_thumbcrop.jpg,"5301 Harvard Road, Detroit, MI 48224, USA",42.408533,-82.933074,9
1300,1.5,3,http://auctions.buildingdetroit.org/Listing/Details/340136/5301-Harvard,/Listing/Details/340136/5301-Harvard,"$13,100 ",13100,5/19/2014,5301 Harvard,"5301 Harvard, Detroit, MI",Content/listingImages/20140413/d18fe707-0410-434c-888d-fed9095a6af2_thumbcrop.jpg,"5301 Harvard Road, Detroit, MI 48224, USA",42.408533,-82.933074,9
1300,1.1,3,http://auctions.buildingdetroit.org/Listing/Details/707543/18813-Chandler-Park,/Listing/Details/707543/18813-Chandler-Park,"$6,800 ",6800,9/5/2014,18813 Chandler Park,"18813 Chandler Park, Detroit, MI",Content/listingImages/20140819/a2e404eb-b751-441a-9b68-a4e4fd7f507f_thumbcrop.jpg,"18813 Chandler Park Drive, Detroit, MI 48236, USA",42.417617,-82.916557,9
1300,1.1,4,http://auctions.buildingdetroit.org/Listing/Details/690311/1205-Hubbard,/Listing/Details/690311/1205-Hubbard,"$27,100 ",27100,8/26/2014,1205 Hubbard,"1205 Hubbard, Detroit, MI",Content/listingImages/20140814/2383cb1c-fe04-43a5-be68-8810b2fda299_thumbcrop.jpg,"1205 Hubbard Street, Detroit, MI 48209, USA",42.317221,-83.089062,9
1300,1.1,3,http://auctions.buildingdetroit.org/Listing/Details/631283/5565-Yorkshire,/Listing/Details/631283/5565-Yorkshire,"$7,400 ",7400,8/7/2014,5565 Yorkshire,"5565 Yorkshire, Detroit, MI",Content/listingImages/20140725/172049be-77d3-4e8f-baa2-2104da8d4bec_thumbcrop.jpg,"5565 Yorkshire Road, Detroit, MI 48224, USA",42.408571,-82.937086,9
1300,1.1,3,http://auctions.buildingdetroit.org/Listing/Details/632241/12293-E-Outer-Drive,/Listing/Details/632241/12293-E-Outer-Drive,"$35,100 ",35100,8/7/2014,12293 E. Outer Drive,"12293 E. Outer Drive, Detroit, MI",Content/listingImages/20140725/8476ff28-7c1d-430e-b22b-d7e58cf75c16_thumbcrop.jpg,"12293 Outer Drive, Detroit, MI 48224, USA",42.405235,-82.936928,9
1300,1.1,3,http://auctions.buildingdetroit.org/Listing/Details/627567/5760-Yorkshire,/Listing/Details/627567/5760-Yorkshire,"$32,100 ",32100,8/5/2014,5760 Yorkshire,"5760 Yorkshire, Detroit, MI",Content/listingImages/20140725/87f428d2-dbc4-47b9-89b0-76e42567bda8_thumbcrop.jpg,"5760 Yorkshire Road, Detroit, MI 48224, USA",42.410464,-82.937544,9
1300,1.1,3,http://auctions.buildingdetroit.org/Listing/Details/493336/9389-Penrod,/Listing/Details/493336/9389-Penrod,"$1,100 ",1100,6/23/2014,9389 Penrod,"9389 Penrod, Detroit, MI",Content/listingImages/20140612/1e57e1f2-34a3-4bb6-a8b0-7608ceb19676_thumbcrop.jpg,"9389 Penrod Street, Detroit, MI 48228, USA",42.364481,-83.22055,9
1300,1.1,4,http://auctions.buildingdetroit.org/Listing/Details/491778/1205-Hubbard,/Listing/Details/491778/1205-Hubbard,"$62,100 ",62100,6/22/2014,1205 Hubbard,"1205 Hubbard, Detroit, MI",Content/listingImages/20140612/0f86d764-4189-48f0-a5b5-fc321bb93e9b_thumbcrop.jpg,"1205 Hubbard Street, Detroit, MI 48209, USA",42.317221,-83.089062,9
1300,1.1,3,http://auctions.buildingdetroit.org/Listing/Details/456360/6166-Bishop,/Listing/Details/456360/6166-Bishop,"$7,200 ",7200,6/18/2014,6166 Bishop,"6166 Bishop, Detroit, MI",Content/listingImages/20140527/4cb3a714-4780-41cb-9bcf-9b0b171f1b83_thumbcrop.jpg,"6166 Bishop Street, Detroit, MI 48224, USA",42.414077,-82.938711,9
1300,1.1,3,http://auctions.buildingdetroit.org/Listing/Details/455700/6015-Cadieux,/Listing/Details/455700/6015-Cadieux,"$4,900 ",4900,6/17/2014,6015 Cadieux,"6015 Cadieux, Detroit, MI",Content/listingImages/20140527/fd9bb4f2-7966-452f-9c15-02581e8f34ff_thumbcrop.jpg,"6015 Cadieux Road, Detroit, MI 48224, USA",42.414307,-82.934761,9
1300,1.1,3,http://auctions.buildingdetroit.org/Listing/Details/452405/16949-Chandler-Park,/Listing/Details/452405/16949-Chandler-Park,"$6,000 ",6000,6/14/2014,16949 Chandler Park,"16949 Chandler Park, Detroit, MI",Content/listingImages/20140527/dc681fc2-a08b-4435-acfc-e6e38908ddb3_thumbcrop.jpg,"16949 Chandler Park Drive, Detroit, MI 48224, USA",42.410837,-82.934508,9
1300,1.1,3,http://auctions.buildingdetroit.org/Listing/Details/445263/5811-Grayton,/Listing/Details/445263/5811-Grayton,"$10,500 ",10500,6/11/2014,5811 Grayton,"5811 Grayton, Detroit, MI",Content/listingImages/20140527/87893e90-d7a4-4fc0-b7ba-8839f2e304f1_thumbcrop.jpg,"5811 Grayton Street, Detroit, MI 48224, USA",42.411569,-82.936528,9
1300,1,3,http://auctions.buildingdetroit.org/Listing/Details/867379/4892-Harvard,/Listing/Details/867379/4892-Harvard,"$16,100 ",16100,10/26/2014,4892 Harvard,"4892 Harvard, Detroit, MI",Content/listingImages/20141010/b1e50be5-abd5-4b68-a3ed-855046e4c1d4_thumbcrop.jpg,"4892 Harvard Road, Detroit, MI 48224, USA",42.405319,-82.930164,9
1300,1,3,http://auctions.buildingdetroit.org/Listing/Details/801870/18509-Prairie,/Listing/Details/801870/18509-Prairie,"$7,500 ",7500,10/4/2014,18509 Prairie,"18509 Prairie, Detroit, MI",Content/listingImages/20140910/5d4f5bb4-bb4e-4452-b632-e6eb76bce982_thumbcrop.jpg,"18509 Prairie Street, Detroit, MI 48221, USA",42.42771,-83.145831,9
1300,1,3,http://auctions.buildingdetroit.org/Listing/Details/799495/18211-Prairie,/Listing/Details/799495/18211-Prairie,"$3,600 ",3600,9/29/2014,18211 Prairie,"18211 Prairie, Detroit, MI",Content/listingImages/20140910/9d54e0e5-2aed-49f0-8e05-f2993d1dffbc_thumbcrop.jpg,"18211 Prairie Street, Detroit, MI 48221, USA",42.424571,-83.145683,9
1300,1,3,http://auctions.buildingdetroit.org/Listing/Details/797417/18423-Monica,/Listing/Details/797417/18423-Monica,"$3,100 ",3100,9/27/2014,18423 Monica,"18423 Monica, Detroit, MI",Content/listingImages/20140910/bbbc60a3-69bd-46e7-9e2f-e1815a11bc85_thumbcrop.jpg,"18423 Monica Street, Detroit, MI 48221, USA",42.426567,-83.144697,9
1300,1,3,http://auctions.buildingdetroit.org/Listing/Details/687256/7808-Senator,/Listing/Details/687256/7808-Senator,"$1,000 ",1000,8/27/2014,7808 Senator,"7808 Senator, Detroit, MI",Content/listingImages/20140826/8e5653b1-cacd-441c-90de-335e466b27ed_thumbcrop.jpg,"7808 Senator Street, Detroit, MI 48209, USA",42.310731,-83.12527,9
1300,1,3,http://auctions.buildingdetroit.org/Listing/Details/527116/15479-Indiana,/Listing/Details/527116/15479-Indiana,"$1,000 ",1000,7/3/2014,15479 Indiana,"15479 Indiana, Detroit, MI",Content/listingImages/20140626/70f5468e-97cb-4c87-bb3a-5b25d3d81b36_thumbcrop.jpg,"15479 Indiana Street, Detroit, MI 48238, USA",42.405499,-83.157826,9
1300,1,3,http://auctions.buildingdetroit.org/Listing/Details/411726/18631-Albion,/Listing/Details/411726/18631-Albion,"$5,400 ",5400,6/1/2014,18631 Albion,"18631 Albion, Detroit, MI",Content/listingImages/20140523/ae9d6a6e-ee2a-4999-adda-f1c177d0eb3e_thumbcrop.jpg,"18631 Albion Avenue, Detroit, MI 48234, USA",42.431306,-83.006057,9
1200,2,6,http://auctions.buildingdetroit.org/Listing/Details/950791/4836-Chopin,/Listing/Details/950791/4836-Chopin,"$1,000 ",1000,11/22/2014,4836 Chopin,"4836 Chopin, Detroit, MI",Content/listingImages/20141103/449d64e1-a02a-4aa8-93c9-05d92bab375c_thumbcrop.jpg,"4836 Chopin Street, Detroit, MI 48210, USA",42.332972,-83.134239,9
1200,2,3,http://auctions.buildingdetroit.org/Listing/Details/935216/6826-Forrer,/Listing/Details/935216/6826-Forrer,"$1,000 ",1000,11/20/2014,6826 Forrer,"6826 Forrer, Detroit, MI",Content/listingImages/20141020/9c60cfb0-1c12-46a8-8439-0db0c20c1add_thumbcrop.jpg,"6826 Forrer Street, Detroit, MI 48228, USA",42.34187,-83.199407,9
1200,2,3,http://auctions.buildingdetroit.org/Listing/Details/848918/6826-Forrer,/Listing/Details/848918/6826-Forrer,"$1,000 ",1000,10/15/2014,6826 Forrer,"6826 Forrer, Detroit, MI",Content/listingImages/20140929/0fe77449-dbb1-4db4-b582-993b842109f4_thumbcrop.jpg,"6826 Forrer Street, Detroit, MI 48228, USA",42.34187,-83.199407,9
1200,2,5,http://auctions.buildingdetroit.org/Listing/Details/792885/5058-Chalmers,/Listing/Details/792885/5058-Chalmers,"$1,100 ",1100,9/28/2014,5058 Chalmers,"5058 Chalmers, Detroit, MI",Content/listingImages/20140910/27c9af96-f714-48fb-925e-5498a3ed7b37_thumbcrop.jpg,"5058 Chalmers Avenue, Detroit, MI 48213, USA",42.396407,-82.959031,9
1200,2,5,http://auctions.buildingdetroit.org/Listing/Details/767434/15791-Wisconsin,/Listing/Details/767434/15791-Wisconsin,"$1,000 ",1000,9/25/2014,15791 Wisconsin,"15791 Wisconsin, Detroit, MI",Content/listingImages/20140828/d86fa053-9364-4213-8ce8-6601a29afc86_thumbcrop.jpg,"15791 Wisconsin Street, Detroit, MI 48238, USA",42.407659,-83.15683,9
1200,2,1,http://auctions.buildingdetroit.org/Listing/Details/739757/18902-Riverview,/Listing/Details/739757/18902-Riverview,"$1,000 ",1000,9/14/2014,18902 Riverview,"18902 Riverview, Detroit, MI",Content/listingImages/20140828/c250a580-e652-43d8-ad56-82dd8c6a9456_thumbcrop.jpg,"18902 Riverview Street, Detroit, MI 48219, USA",42.426883,-83.274822,9
1200,2,5,http://auctions.buildingdetroit.org/Listing/Details/582239/15791-Wisconsin,/Listing/Details/582239/15791-Wisconsin,"$1,000 ",1000,7/12/2014,15791 Wisconsin,"15791 Wisconsin, Detroit, MI",Content/listingImages/20140710/f50116e9-1c1c-452d-a875-2cdcb3e45c89_thumbcrop.jpg,"15791 Wisconsin Street, Detroit, MI 48238, USA",42.407659,-83.15683,9
1200,2,3,http://auctions.buildingdetroit.org/Listing/Details/508586/17341-Washburn,/Listing/Details/508586/17341-Washburn,"$12,300 ",12300,6/30/2014,17341 Washburn,"17341 Washburn, Detroit, MI",Content/listingImages/20140618/7c8298a1-6831-4e2c-be1b-723dd3644704_thumbcrop.jpg,"17341 Washburn Street, Detroit, MI 48221, USA",42.419321,-83.161736,9
1200,2,3,http://auctions.buildingdetroit.org/Listing/Details/477762/18411-Shiawassee,/Listing/Details/477762/18411-Shiawassee,"$5,100 ",5100,6/17/2014,18411 Shiawassee,"18411 Shiawassee, Detroit, MI",Content/listingImages/20140606/389f5f59-735b-46f9-9b1c-ac5b9cb25aaa_thumbcrop.jpg,"18411 Shiawassee Drive, Detroit, MI 48219, USA",42.424188,-83.272773,9
1200,1.5,3,http://auctions.buildingdetroit.org/Listing/Details/903404/16193-Northlawn,/Listing/Details/903404/16193-Northlawn,"$5,100 ",5100,11/9/2014,16193 Northlawn,"16193 Northlawn, Detroit, MI",Content/listingImages/20141015/af69d620-cfde-4680-ba5c-08f08ae04b47_thumbcrop.jpg,"16193 Northlawn Street, Detroit, MI 48221, USA",42.411205,-83.153625,9
1200,1.1,3,http://auctions.buildingdetroit.org/Listing/Details/877893/233-Marlborough,/Listing/Details/877893/233-Marlborough,"$1,000 ",1000,10/19/2014,233 Marlborough,"233 Marlborough, Detroit, MI",Content/listingImages/20141003/5d59109e-b8ab-47f0-93ce-584ee35b6da3_thumbcrop.jpg,"233 Marlborough Street, Detroit, MI 48215, USA",42.361769,-82.936109,9
1200,1.1,3,http://auctions.buildingdetroit.org/Listing/Details/777585/233-Marlborough,/Listing/Details/777585/233-Marlborough,"$1,000 ",1000,9/13/2014,233 Marlborough,"233 Marlborough, Detroit, MI",Content/listingImages/20140909/8a0bea44-6477-490a-bcca-1e87b483cce8_thumbcrop.jpg,"233 Marlborough Street, Detroit, MI 48215, USA",42.361769,-82.936109,9
1200,1.1,3,http://auctions.buildingdetroit.org/Listing/Details/549565/20102-Regent-Drive,/Listing/Details/549565/20102-Regent-Drive,"$1,100 ",1100,7/11/2014,20102 Regent Drive,"20102 Regent Drive, Detroit, MI",Content/listingImages/20140703/4ab465fe-fe2f-49b5-8264-9f1a90c94fde_thumbcrop.jpg,"20102 Regent Drive, Detroit, MI 48205, USA",42.445269,-82.975247,9
1200,1.1,3,http://auctions.buildingdetroit.org/Listing/Details/504473/233-Marlborough,/Listing/Details/504473/233-Marlborough,"$1,000 ",1000,6/28/2014,233 Marlborough,"233 Marlborough, Detroit, MI",Content/listingImages/20140618/ca8cd941-0b25-4d13-99d5-9ebfb62cd84b_thumbcrop.jpg,"233 Marlborough Street, Detroit, MI 48215, USA",42.361769,-82.936109,9
1200,1.1,3,http://auctions.buildingdetroit.org/Listing/Details/505937/11774-Engleside,/Listing/Details/505937/11774-Engleside,"$3,200 ",3200,6/26/2014,11774 Engleside,"11774 Engleside, Detroit, MI",Content/listingImages/20140618/c1ce661c-e763-43e1-b1af-2625c48f210c_thumbcrop.jpg,"11774 Engleside Street, Detroit, MI 48205, USA",42.418068,-82.999975,9
1200,1.1,3,http://auctions.buildingdetroit.org/Listing/Details/479208/7419-Memorial,/Listing/Details/479208/7419-Memorial,"$6,700 ",6700,6/19/2014,7419 Memorial,"7419 Memorial, Detroit, MI",Content/listingImages/20140606/33eeec9a-ba6f-41a8-aaaa-b6f5df5036bf_thumbcrop.jpg,"7419 Memorial Street, Detroit, MI 48228, USA",42.346178,-83.210752,9
1200,1.1,3,http://auctions.buildingdetroit.org/Listing/Details/455644/5961-Cadieux,/Listing/Details/455644/5961-Cadieux,"$6,500 ",6500,6/16/2014,5961 Cadieux,"5961 Cadieux, Detroit, MI",Content/listingImages/20140527/39fc3cf0-171b-47a1-b343-cd8e99aaeceb_thumbcrop.jpg,"5961 Cadieux Road, Detroit, MI 48224, USA",42.413333,-82.934997,9
1200,1.1,3,http://auctions.buildingdetroit.org/Listing/Details/447502/5511-Bishop,/Listing/Details/447502/5511-Bishop,"$14,100 ",14100,6/12/2014,5511 Bishop,"5511 Bishop, Detroit, MI",Content/listingImages/20140527/58b636d6-183a-4514-873b-1073194ebbbc_thumbcrop.jpg,"5511 Bishop Street, Detroit, MI 48224, USA",42.408291,-82.935607,9
1200,1.1,3,http://auctions.buildingdetroit.org/Listing/Details/408166/8055-Bliss,/Listing/Details/408166/8055-Bliss,"$8,100 ",8100,6/4/2014,8055 Bliss,"8055 Bliss, Detroit, MI",Content/listingImages/20140512/9c76e20d-6147-476d-a4a8-91dc5128ff50_thumbcrop.jpg,"8055 Bliss Street, Detroit, MI 48234, USA",42.437426,-83.022957,9
